Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2743,176,13,85,4,2200,226,247,150,1413,Lodgepole Pine,Comanche Peak,_14
3094,213,26,426,70,5818,187,253,190,1803,Lodgepole Pine,Comanche Peak,_32
3126,162,14,90,9,607,233,243,137,1736,Lodgepole Pine,Rawah,_34
2973,149,11,108,19,4355,235,239,134,2097,Lodgepole Pine,Comanche Peak,_32
2981,140,4,283,50,1697,226,238,147,2539,Lodgepole Pine,Rawah,_34
2691,48,13,150,40,2630,224,211,118,918,Lodgepole Pine,Rawah,_12
2728,99,14,108,24,2612,242,220,104,484,Lodgepole Pine,Rawah,_12
2819,245,13,108,8,1563,192,250,195,895,Lodgepole Pine,Rawah,_15
2749,23,2,120,4,1812,218,235,154,979,Lodgepole Pine,Comanche Peak,_14
2788,54,12,361,11,1766,227,213,117,1608,Lodgepole Pine,Comanche Peak,_31
2987,21,7,190,50,1889,215,224,146,2568,Lodgepole Pine,Rawah,_34
2894,343,22,295,81,2831,169,201,166,1765,Lodgepole Pine,Rawah,_35
3217,37,12,30,9,3388,219,212,126,3234,Lodgepole Pine,Rawah,_26
2969,226,30,60,-9,3203,163,251,209,1006,Lodgepole Pine,Rawah,_15
2784,78,18,324,96,335,240,204,88,2554,Lodgepole Pine,Comanche Peak,_26
3126,61,11,319,18,5320,229,217,120,1050,Lodgepole Pine,Comanche Peak,_31
2765,76,4,342,32,2577,225,232,143,5842,Lodgepole Pine,Comanche Peak,_14
3149,45,18,150,34,5336,222,197,103,2742,Lodgepole Pine,Comanche Peak,_24
2913,178,22,30,10,1299,224,247,144,648,Lodgepole Pine,Rawah,_35
2972,217,10,767,76,6066,209,250,176,5678,Lodgepole Pine,Comanche Peak,_22
3156,37,12,247,24,1924,219,212,126,3036,Lodgepole Pine,Comanche Peak,_31
2839,298,42,685,469,769,76,188,233,2308,Lodgepole Pine,Rawah,_35
2667,36,6,234,25,258,220,226,143,700,Lodgepole Pine,Rawah,_13
2519,18,4,0,0,390,217,231,152,2106,Lodgepole Pine,Comanche Peak,_22
2750,5,10,42,7,2825,208,221,150,5482,Lodgepole Pine,Comanche Peak,_14
2766,333,11,120,29,1740,195,226,170,2456,Lodgepole Pine,Comanche Peak,_31
2555,316,17,180,57,277,173,223,190,830,Lodgepole Pine,Neota,_12
3229,281,4,618,88,600,209,240,169,589,Lodgepole Pine,Rawah,_34
2621,309,3,190,12,955,210,237,165,5727,Lodgepole Pine,Comanche Peak,_31
3154,49,5,285,92,4137,222,229,142,752,Lodgepole Pine,Comanche Peak,_31
2953,298,11,120,19,1704,188,236,188,1377,Lodgepole Pine,Rawah,_35
3087,6,10,120,18,4254,208,222,150,2207,Lodgepole Pine,Comanche Peak,_31
2474,98,10,42,2,577,237,226,120,400,Lodgepole Pine,Neota,_12
3079,338,3,571,36,660,214,235,160,752,Lodgepole Pine,Cache la Poudre,_25
2754,327,15,150,34,1296,183,223,178,2249,Lodgepole Pine,Comanche Peak,_31
3167,257,9,210,40,5756,200,246,185,2550,Lodgepole Pine,Comanche Peak,_24
3260,110,11,242,50,285,239,228,118,642,Lodgepole Pine,Cache la Poudre,_26
2821,50,11,277,53,3990,225,215,123,5314,Lodgepole Pine,Comanche Peak,_32
2909,101,2,60,0,2296,223,236,148,319,Lodgepole Pine,Rawah,_15
2694,167,17,175,44,1100,232,244,137,1600,Lodgepole Pine,Rawah,_6
2594,312,21,283,127,591,159,219,198,480,Lodgepole Pine,Rawah,_12
2830,323,28,256,80,1307,139,199,193,1282,Lodgepole Pine,Rawah,_15
3064,189,12,366,55,2279,220,249,160,1425,Lodgepole Pine,Rawah,_34
2669,352,23,228,36,960,174,194,154,1766,Lodgepole Pine,Comanche Peak,_31
3020,252,12,603,-48,1765,194,248,192,2296,Lodgepole Pine,Rawah,_33
2782,106,22,323,49,3010,251,208,73,1401,Lodgepole Pine,Rawah,_4
2790,10,15,242,56,30,202,208,141,767,Lodgepole Pine,Rawah,_13
2978,244,10,30,5,2021,200,248,186,488,Lodgepole Pine,Rawah,_15
2854,43,13,150,9,3029,222,212,122,4401,Lodgepole Pine,Comanche Peak,_14
2998,91,10,297,61,4759,236,224,119,1577,Lodgepole Pine,Comanche Peak,_31
2959,135,18,390,63,5476,245,229,105,4480,Lodgepole Pine,Comanche Peak,_31
3067,37,5,242,26,2929,220,229,146,1489,Lodgepole Pine,Rawah,_34
2859,242,18,437,78,1500,183,252,204,1477,Lodgepole Pine,Rawah,_6
3323,223,11,450,44,3369,206,250,180,1348,Lodgepole Pine,Rawah,_34
3027,263,12,703,55,5636,189,246,196,6267,Lodgepole Pine,Comanche Peak,_31
2959,55,18,85,-8,4634,228,200,99,2411,Lodgepole Pine,Comanche Peak,_31
2719,22,23,85,13,2856,200,186,114,6460,Lodgepole Pine,Comanche Peak,_31
2988,337,12,552,72,5510,194,224,169,1806,Lodgepole Pine,Comanche Peak,_31
2666,335,9,330,-3,1379,200,228,167,5688,Lodgepole Pine,Comanche Peak,_31
2914,309,19,162,50,1919,164,224,198,1061,Lodgepole Pine,Rawah,_33
2851,107,11,458,78,2402,238,227,119,2698,Lodgepole Pine,Comanche Peak,_32
2727,69,15,277,71,1972,235,208,100,912,Lodgepole Pine,Rawah,_12
2789,80,29,210,92,955,243,175,41,1182,Lodgepole Pine,Rawah,_15
2752,49,11,466,81,2488,224,217,125,1983,Lodgepole Pine,Rawah,_34
2664,43,8,228,35,713,222,222,136,1342,Lodgepole Pine,Comanche Peak,_31
2609,331,23,90,44,661,159,204,181,2133,Lodgepole Pine,Comanche Peak,_31
2603,49,26,90,41,1195,221,175,73,1019,Lodgepole Pine,Rawah,_35
3000,311,14,30,5,2308,180,229,188,1448,Lodgepole Pine,Rawah,_22
2977,121,11,108,22,3730,239,231,121,2661,Lodgepole Pine,Comanche Peak,_31
2774,70,6,330,44,2791,226,229,137,2334,Lodgepole Pine,Comanche Peak,_14
2749,2,7,85,8,1065,210,226,154,2131,Lodgepole Pine,Rawah,_13
3225,209,16,384,91,636,206,253,178,4901,Lodgepole Pine,Cache la Poudre,_24
2911,111,11,408,41,2814,238,229,119,2161,Lodgepole Pine,Comanche Peak,_31
3045,299,14,153,50,2448,179,234,195,1560,Lodgepole Pine,Rawah,_34
3191,21,16,488,115,600,208,204,129,1828,Lodgepole Pine,Rawah,_35
2694,113,10,30,0,2079,237,230,123,6480,Lodgepole Pine,Comanche Peak,_14
2962,357,9,153,16,1744,206,224,156,2007,Lodgepole Pine,Rawah,_34
2839,62,6,433,41,1906,225,228,138,1392,Lodgepole Pine,Comanche Peak,_14
3014,53,16,108,16,4455,227,203,105,2716,Lodgepole Pine,Comanche Peak,_31
2971,99,7,67,14,4848,233,230,130,1275,Lodgepole Pine,Comanche Peak,_31
2710,144,13,134,0,1206,239,237,125,2001,Lodgepole Pine,Comanche Peak,_32
2656,228,24,242,38,3074,178,254,204,1883,Lodgepole Pine,Rawah,_15
3059,9,6,60,6,3651,213,227,152,1762,Lodgepole Pine,Comanche Peak,_31
2989,327,15,150,39,437,183,223,178,716,Lodgepole Pine,Cache la Poudre,_24
2663,22,17,67,10,1357,207,200,126,1819,Lodgepole Pine,Rawah,_13
3173,171,8,150,10,2769,226,244,151,1100,Lodgepole Pine,Rawah,_34
3093,262,12,150,28,5594,191,246,194,2374,Lodgepole Pine,Comanche Peak,_25
2982,54,6,309,34,4159,224,227,138,2003,Lodgepole Pine,Comanche Peak,_25
3071,159,8,95,13,3711,229,242,145,534,Lodgepole Pine,Comanche Peak,_31
2995,169,11,404,92,3314,228,245,147,1296,Lodgepole Pine,Comanche Peak,_14
2819,155,19,247,66,3260,238,238,122,2960,Lodgepole Pine,Comanche Peak,_14
2904,23,14,323,56,2830,211,209,132,2522,Lodgepole Pine,Comanche Peak,_14
3179,329,6,240,38,256,207,233,165,2911,Lodgepole Pine,Rawah,_33
2932,102,22,42,2,661,251,204,70,2349,Lodgepole Pine,Comanche Peak,_31
2844,28,9,323,46,2071,217,220,138,1774,Lodgepole Pine,Comanche Peak,_14
2587,351,12,67,19,1347,199,220,159,4986,Lodgepole Pine,Comanche Peak,_14
2899,285,9,306,-7,2156,194,240,186,1240,Lodgepole Pine,Rawah,_33
2757,229,33,228,116,1681,154,248,214,1254,Lodgepole Pine,Rawah,_6
3024,91,19,630,214,636,245,207,84,955,Lodgepole Pine,Comanche Peak,_31
2841,353,22,437,149,2713,178,197,154,1944,Lodgepole Pine,Comanche Peak,_31
2868,151,16,0,0,3398,239,238,124,1950,Lodgepole Pine,Comanche Peak,_14
2511,81,5,277,35,469,226,231,140,3412,Lodgepole Pine,Comanche Peak,_20
2911,3,21,342,58,3058,187,196,142,1826,Lodgepole Pine,Rawah,_34
2588,270,30,234,105,942,131,234,235,1535,Lodgepole Pine,Rawah,_30
3190,228,23,674,99,4094,180,254,203,949,Lodgepole Pine,Rawah,_35
3286,80,13,661,-4,1812,237,215,107,2949,Lodgepole Pine,Cache la Poudre,_25
3117,30,18,819,262,834,212,199,118,1495,Lodgepole Pine,Comanche Peak,_32
2916,39,13,120,16,4729,220,212,124,1680,Lodgepole Pine,Comanche Peak,_31
3070,160,18,437,49,5634,235,241,129,1630,Lodgepole Pine,Comanche Peak,_31
2830,303,16,537,98,150,173,230,197,1790,Lodgepole Pine,Rawah,_12
2985,283,18,150,65,2862,167,238,209,2100,Lodgepole Pine,Rawah,_35
2659,82,16,30,8,2590,240,210,96,1036,Lodgepole Pine,Rawah,_12
2978,140,12,134,16,2128,237,236,128,2865,Lodgepole Pine,Rawah,_34
3038,329,16,391,-30,1945,180,219,178,2325,Lodgepole Pine,Rawah,_33
3121,88,17,492,75,190,243,210,90,1348,Lodgepole Pine,Comanche Peak,_24
2777,54,16,124,59,1992,228,204,105,731,Lodgepole Pine,Rawah,_15
2719,16,17,418,77,446,203,203,133,566,Lodgepole Pine,Rawah,_12
2929,2,20,607,60,2222,187,197,143,1465,Lodgepole Pine,Rawah,_33
2954,124,10,162,49,1495,238,233,125,1359,Lodgepole Pine,Comanche Peak,_32
2810,51,19,42,15,4028,226,197,98,1179,Lodgepole Pine,Comanche Peak,_25
3061,99,10,150,40,1170,236,227,121,1131,Lodgepole Pine,Rawah,_34
3081,352,8,0,0,832,206,226,158,1831,Lodgepole Pine,Comanche Peak,_25
2955,56,7,0,0,782,225,225,134,2038,Lodgepole Pine,Comanche Peak,_31
2695,134,33,42,22,1477,250,204,54,1566,Lodgepole Pine,Rawah,_15
2621,183,14,85,15,1853,223,249,155,900,Lodgepole Pine,Rawah,_5
3041,261,25,391,130,5693,149,243,227,1205,Lodgepole Pine,Comanche Peak,_31
3143,350,13,30,5,1170,197,218,159,2266,Lodgepole Pine,Comanche Peak,_24
3249,55,11,541,101,711,227,216,121,1867,Lodgepole Pine,Comanche Peak,_25
2896,78,8,309,33,4068,231,226,128,6405,Lodgepole Pine,Comanche Peak,_14
2844,103,13,108,13,2484,241,223,109,2613,Lodgepole Pine,Comanche Peak,_32
3082,227,11,0,0,1878,205,250,181,424,Lodgepole Pine,Rawah,_25
3263,193,9,446,33,4456,219,248,162,957,Lodgepole Pine,Comanche Peak,_31
3168,121,4,242,16,3810,227,236,144,4660,Lodgepole Pine,Comanche Peak,_31
3205,170,11,351,88,543,228,245,148,1853,Lodgepole Pine,Rawah,_34
3153,16,21,433,92,1440,197,190,124,1684,Lodgepole Pine,Rawah,_35
2583,350,22,42,11,866,175,198,157,3205,Lodgepole Pine,Comanche Peak,_31
2868,40,4,201,16,3395,220,231,147,3184,Lodgepole Pine,Comanche Peak,_14
2858,308,31,360,212,1249,121,204,215,1638,Lodgepole Pine,Rawah,_35
3021,120,15,201,17,4164,245,226,105,3677,Lodgepole Pine,Comanche Peak,_31
2998,16,6,404,33,5303,215,227,149,5744,Lodgepole Pine,Comanche Peak,_14
2985,99,7,331,-13,4895,233,230,130,2942,Lodgepole Pine,Comanche Peak,_32
2875,21,3,324,56,2422,217,232,152,2121,Lodgepole Pine,Comanche Peak,_14
2649,352,14,242,37,1706,195,215,157,4356,Lodgepole Pine,Comanche Peak,_31
2948,53,12,309,18,706,227,215,120,2192,Lodgepole Pine,Comanche Peak,_31
3043,75,3,285,20,3007,223,234,147,1259,Lodgepole Pine,Rawah,_34
3078,8,2,603,35,691,217,235,155,765,Lodgepole Pine,Cache la Poudre,_25
3291,30,5,150,0,1627,218,228,146,3284,Lodgepole Pine,Cache la Poudre,_40
2963,9,13,421,68,911,205,213,144,1848,Lodgepole Pine,Rawah,_34
3119,122,3,175,11,67,225,237,147,4929,Lodgepole Pine,Cache la Poudre,_18
3084,231,6,162,17,5653,210,246,173,2134,Lodgepole Pine,Comanche Peak,_24
2902,24,17,509,91,711,209,202,125,808,Lodgepole Pine,Rawah,_34
3230,133,8,297,59,3730,233,236,135,1740,Lodgepole Pine,Rawah,_34
3270,277,26,1032,195,3588,141,234,228,2376,Lodgepole Pine,Rawah,_29
3045,255,11,454,134,5325,194,247,192,765,Lodgepole Pine,Comanche Peak,_31
2904,133,15,90,20,3495,243,231,112,1992,Lodgepole Pine,Comanche Peak,_14
2952,103,8,234,38,3599,234,230,127,2136,Lodgepole Pine,Comanche Peak,_14
3008,188,25,150,49,4085,213,249,156,2173,Lodgepole Pine,Comanche Peak,_32
2937,144,15,845,146,2475,240,236,122,1507,Lodgepole Pine,Rawah,_15
2922,14,18,658,59,1199,201,200,133,819,Lodgepole Pine,Rawah,_35
2975,61,8,342,27,824,227,223,129,2280,Lodgepole Pine,Comanche Peak,_31
2961,12,10,361,40,1579,210,219,146,418,Lodgepole Pine,Rawah,_33
2918,108,11,150,19,1689,239,227,117,808,Lodgepole Pine,Rawah,_34
2968,143,14,67,19,4253,240,236,122,5325,Lodgepole Pine,Comanche Peak,_31
3033,143,15,212,12,1261,240,236,121,1222,Lodgepole Pine,Rawah,_34
3242,262,5,664,107,677,207,242,173,2713,Lodgepole Pine,Rawah,_33
2819,270,3,458,57,1852,212,240,166,2771,Lodgepole Pine,Comanche Peak,_25
3197,19,14,551,121,480,209,210,136,1825,Lodgepole Pine,Rawah,_35
2697,352,13,361,19,2249,197,218,158,1717,Lodgepole Pine,Rawah,_34
3258,253,28,987,337,3524,147,245,228,2399,Lodgepole Pine,Rawah,_29
2913,159,16,192,45,1613,235,242,132,2773,Lodgepole Pine,Rawah,_34
3183,1,26,732,75,3005,174,181,137,2678,Lodgepole Pine,Rawah,_26
2728,84,11,361,97,1624,235,222,117,1719,Lodgepole Pine,Comanche Peak,_14
2815,55,8,90,17,1825,225,223,132,1749,Lodgepole Pine,Comanche Peak,_14
3317,354,16,794,189,1167,191,210,155,2322,Lodgepole Pine,Rawah,_34
2455,288,21,90,28,1368,156,233,215,752,Lodgepole Pine,Neota,_12
3056,192,9,0,0,2755,220,248,162,1235,Lodgepole Pine,Rawah,_25
2913,28,4,361,7,4659,218,232,150,4222,Lodgepole Pine,Comanche Peak,_10
2650,23,7,182,16,700,216,225,145,1640,Lodgepole Pine,Comanche Peak,_22
3243,58,16,95,20,3360,230,204,102,3137,Lodgepole Pine,Rawah,_26
3222,159,22,379,-10,1924,237,237,118,1438,Lodgepole Pine,Comanche Peak,_31
2979,302,3,256,4,2813,211,238,165,2001,Lodgepole Pine,Comanche Peak,_31
3002,61,15,470,182,384,231,208,106,774,Lodgepole Pine,Rawah,_35
2910,119,16,127,29,1680,245,225,104,2067,Lodgepole Pine,Rawah,_33
2899,111,14,418,60,979,244,223,105,2490,Lodgepole Pine,Rawah,_35
3348,135,6,324,19,785,230,237,141,4184,Lodgepole Pine,Cache la Poudre,_34
3066,87,14,618,127,1288,240,216,104,2160,Lodgepole Pine,Rawah,_35
3094,14,4,466,9,1159,216,231,153,1230,Lodgepole Pine,Cache la Poudre,_25
2469,73,9,30,5,711,230,223,126,451,Lodgepole Pine,Neota,_12
2986,37,5,306,26,2010,220,229,145,966,Lodgepole Pine,Rawah,_33
2793,359,12,60,3,2140,201,217,153,1664,Lodgepole Pine,Comanche Peak,_31
2637,316,19,108,20,938,168,221,192,1798,Lodgepole Pine,Comanche Peak,_31
2946,236,21,175,63,2971,180,253,206,2081,Lodgepole Pine,Rawah,_15
3127,321,6,268,4,2647,204,234,169,947,Lodgepole Pine,Comanche Peak,_31
2800,349,32,242,78,1123,145,169,150,1867,Lodgepole Pine,Rawah,_26
2967,28,14,60,6,1140,214,210,129,967,Lodgepole Pine,Rawah,_26
3095,331,6,751,52,845,205,232,166,967,Lodgepole Pine,Cache la Poudre,_24
2917,232,24,42,13,2340,175,253,208,1608,Lodgepole Pine,Rawah,_35
3055,243,12,300,31,5691,197,249,190,1931,Lodgepole Pine,Comanche Peak,_24
2789,22,24,268,92,1142,198,182,111,1065,Lodgepole Pine,Rawah,_35
2901,71,24,499,105,1080,238,185,64,531,Lodgepole Pine,Comanche Peak,_32
3344,31,11,693,123,1998,217,216,133,2574,Lodgepole Pine,Cache la Poudre,_34
3253,101,12,150,17,5575,241,223,110,914,Lodgepole Pine,Comanche Peak,_24
3015,190,7,607,105,1855,220,246,160,2274,Lodgepole Pine,Rawah,_34
3281,161,21,424,99,1231,236,240,125,2495,Lodgepole Pine,Rawah,_34
3190,96,5,134,48,618,228,233,139,2131,Lodgepole Pine,Cache la Poudre,_25
2972,162,18,85,29,1590,234,242,130,2315,Lodgepole Pine,Rawah,_35
3001,38,8,537,52,4297,220,222,136,4277,Lodgepole Pine,Comanche Peak,_31
2768,90,7,306,-4,1950,231,229,132,2337,Lodgepole Pine,Comanche Peak,_14
3003,76,10,382,55,4243,233,220,118,1884,Lodgepole Pine,Comanche Peak,_31
3010,124,3,510,108,1915,225,237,146,2831,Lodgepole Pine,Rawah,_34
3011,288,8,842,39,5759,199,240,180,6198,Lodgepole Pine,Comanche Peak,_31
2941,6,12,636,184,1026,205,217,148,2687,Lodgepole Pine,Rawah,_34
3094,52,8,60,-3,5100,225,222,131,127,Lodgepole Pine,Comanche Peak,_31
2888,49,4,300,41,2800,222,230,144,2337,Lodgepole Pine,Comanche Peak,_31
3332,301,22,371,111,2010,155,225,208,2193,Lodgepole Pine,Cache la Poudre,_35
3044,127,5,277,-1,2525,229,237,142,721,Lodgepole Pine,Comanche Peak,_25
2524,17,16,60,11,395,205,205,133,3099,Lodgepole Pine,Comanche Peak,_31
2978,341,10,350,-6,4545,199,225,165,2858,Lodgepole Pine,Comanche Peak,_25
2914,59,10,495,-13,780,228,220,125,2359,Lodgepole Pine,Comanche Peak,_14
3254,117,16,323,58,150,245,224,103,570,Lodgepole Pine,Cache la Poudre,_34
2751,98,10,300,6,789,237,225,118,454,Lodgepole Pine,Rawah,_13
2730,307,16,67,25,2220,175,229,194,601,Lodgepole Pine,Rawah,_35
3349,151,2,446,58,1905,222,239,152,2962,Lodgepole Pine,Cache la Poudre,_25
2862,255,29,240,101,1905,141,243,231,1557,Lodgepole Pine,Rawah,_15
3166,241,17,175,29,834,186,252,201,4854,Lodgepole Pine,Cache la Poudre,_24
3067,74,20,242,82,3972,239,199,82,5112,Lodgepole Pine,Comanche Peak,_32
3096,54,6,170,29,1605,224,227,138,2086,Lodgepole Pine,Comanche Peak,_31
2738,316,15,124,0,1931,179,226,187,607,Lodgepole Pine,Rawah,_33
2697,189,18,85,33,1650,218,251,159,1231,Lodgepole Pine,Rawah,_6
2974,113,16,242,60,4606,246,221,98,1558,Lodgepole Pine,Comanche Peak,_31
3162,29,12,1200,293,2906,216,214,133,1783,Lodgepole Pine,Rawah,_34
3061,82,7,295,33,3903,230,228,132,2123,Lodgepole Pine,Comanche Peak,_31
3027,217,22,277,123,2628,191,254,192,1633,Lodgepole Pine,Rawah,_35
2896,108,10,216,50,1507,238,228,120,1531,Lodgepole Pine,Comanche Peak,_31
3038,13,9,376,58,4524,211,221,146,641,Lodgepole Pine,Comanche Peak,_31
2777,77,5,108,5,2698,227,230,138,2014,Lodgepole Pine,Comanche Peak,_14
3073,16,15,636,9,4056,206,207,136,3331,Lodgepole Pine,Comanche Peak,_31
2916,9,10,339,6,2402,209,219,148,2432,Lodgepole Pine,Comanche Peak,_25
3154,253,5,390,23,3274,209,243,173,957,Lodgepole Pine,Comanche Peak,_31
2877,166,8,42,-1,1448,227,243,149,2673,Lodgepole Pine,Rawah,_15
2988,108,9,603,10,4279,236,230,125,4760,Lodgepole Pine,Comanche Peak,_14
3202,113,2,510,18,1134,222,237,151,2008,Lodgepole Pine,Rawah,_34
2967,114,5,60,1,1324,228,235,141,2110,Lodgepole Pine,Comanche Peak,_25
2737,352,8,30,7,2721,206,226,158,5451,Lodgepole Pine,Comanche Peak,_22
3115,151,13,268,37,192,237,239,130,3570,Lodgepole Pine,Cache la Poudre,_24
2905,213,26,90,36,540,187,253,190,1529,Lodgepole Pine,Rawah,_15
2932,213,11,127,19,5236,210,251,175,3670,Lodgepole Pine,Comanche Peak,_31
3029,57,12,451,67,1317,228,215,119,2443,Lodgepole Pine,Comanche Peak,_31
2984,104,15,90,8,1513,245,219,99,1972,Lodgepole Pine,Comanche Peak,_24
2900,288,12,201,42,1873,185,239,194,1200,Lodgepole Pine,Rawah,_34
2778,78,6,323,18,2212,227,230,137,1558,Lodgepole Pine,Comanche Peak,_31
2503,57,7,150,10,1114,225,226,136,4295,Lodgepole Pine,Comanche Peak,_20
2952,273,12,285,88,1840,186,243,196,1080,Lodgepole Pine,Rawah,_33
3095,239,1,335,-25,2188,216,240,161,1784,Lodgepole Pine,Rawah,_34
2807,246,14,283,92,485,191,250,196,2067,Lodgepole Pine,Rawah,_12
3233,352,9,30,-2,1842,205,225,158,1745,Lodgepole Pine,Cache la Poudre,_25
3084,249,19,721,267,1972,175,250,210,785,Lodgepole Pine,Rawah,_15
2862,95,25,30,14,2100,250,193,55,1549,Lodgepole Pine,Rawah,_35
2952,28,13,395,39,4512,215,212,131,4154,Lodgepole Pine,Comanche Peak,_31
2808,130,27,42,10,4963,252,213,69,4650,Lodgepole Pine,Comanche Peak,_32
2998,146,17,201,7,3842,241,235,117,5581,Lodgepole Pine,Comanche Peak,_32
2594,63,14,234,5,598,232,211,109,1101,Lodgepole Pine,Comanche Peak,_14
2795,139,13,42,1,4536,240,235,123,4932,Lodgepole Pine,Comanche Peak,_32
2706,306,11,153,39,1180,189,234,184,1834,Lodgepole Pine,Comanche Peak,_32
3075,142,6,240,45,424,229,239,143,1259,Lodgepole Pine,Rawah,_24
3119,119,7,162,10,6660,233,234,133,2556,Lodgepole Pine,Comanche Peak,_31
2965,26,17,722,181,1213,210,200,122,2530,Lodgepole Pine,Rawah,_35
2978,35,12,417,42,4200,219,214,129,4846,Lodgepole Pine,Comanche Peak,_14
3134,236,16,42,3,1956,191,252,197,450,Lodgepole Pine,Rawah,_34
2828,75,9,108,28,2380,232,223,123,2912,Lodgepole Pine,Comanche Peak,_31
3122,300,18,85,22,3152,166,229,202,1473,Lodgepole Pine,Rawah,_25
2958,340,10,300,59,3298,200,226,165,2133,Lodgepole Pine,Comanche Peak,_31
3091,180,10,360,22,900,224,247,155,3104,Lodgepole Pine,Rawah,_33
3163,237,8,485,71,5903,206,247,179,2568,Lodgepole Pine,Comanche Peak,_32
2987,14,12,162,16,323,209,216,143,1481,Lodgepole Pine,Rawah,_34
2996,192,29,454,59,3626,204,247,158,1253,Lodgepole Pine,Rawah,_15
3282,112,13,663,144,812,242,226,112,2110,Lodgepole Pine,Comanche Peak,_25
2847,52,19,127,34,3024,226,197,97,2052,Lodgepole Pine,Rawah,_35
2723,188,26,297,98,1968,212,248,155,1531,Lodgepole Pine,Rawah,_12
3125,0,8,420,-52,722,209,226,155,1024,Lodgepole Pine,Cache la Poudre,_24
3025,353,16,127,11,361,190,210,156,1195,Lodgepole Pine,Rawah,_34
2713,0,14,247,56,1776,198,212,151,2126,Lodgepole Pine,Rawah,_12
2923,58,20,60,6,1838,230,194,88,2318,Lodgepole Pine,Rawah,_34
3154,198,4,591,117,1917,218,243,161,811,Lodgepole Pine,Rawah,_15
3046,63,2,0,0,3194,221,234,150,579,Lodgepole Pine,Comanche Peak,_21
3129,135,5,277,16,6575,228,238,144,2432,Lodgepole Pine,Comanche Peak,_31
2888,231,16,484,107,1440,192,253,195,1557,Lodgepole Pine,Rawah,_6
2730,151,17,0,0,1945,239,238,123,2713,Lodgepole Pine,Comanche Peak,_32
3057,105,15,420,-2,6702,244,220,100,2721,Lodgepole Pine,Comanche Peak,_31
2908,21,16,566,131,1357,208,204,129,2671,Lodgepole Pine,Rawah,_35
2888,68,12,743,101,3046,232,216,114,1590,Lodgepole Pine,Rawah,_12
3062,48,11,598,-12,1477,224,216,124,2962,Lodgepole Pine,Rawah,_35
2785,322,24,162,48,3558,153,209,192,1294,Lodgepole Pine,Comanche Peak,_31
2938,68,16,242,51,3759,235,206,99,5260,Lodgepole Pine,Comanche Peak,_31
3191,305,8,582,16,750,199,236,176,983,Lodgepole Pine,Rawah,_25
3061,124,13,607,122,424,241,231,117,1812,Lodgepole Pine,Rawah,_35
2926,61,12,240,32,4599,230,214,115,1786,Lodgepole Pine,Comanche Peak,_31
3162,140,12,511,49,3437,237,236,128,3361,Lodgepole Pine,Comanche Peak,_31
3345,138,7,437,54,1878,231,238,139,2981,Lodgepole Pine,Cache la Poudre,_25
2768,12,25,162,49,2457,186,180,122,1967,Lodgepole Pine,Rawah,_26
3107,36,6,242,30,1978,220,226,142,2100,Lodgepole Pine,Comanche Peak,_31
2750,12,18,60,4,1460,200,202,135,2508,Lodgepole Pine,Rawah,_12
2962,351,13,67,13,3396,196,217,159,6331,Lodgepole Pine,Comanche Peak,_31
2835,49,5,335,45,2030,222,229,142,1822,Lodgepole Pine,Comanche Peak,_31
2985,189,11,876,187,2584,220,249,161,1461,Lodgepole Pine,Rawah,_36
3066,128,8,741,246,240,234,235,132,981,Lodgepole Pine,Rawah,_34
2728,355,8,0,0,1677,207,226,157,4106,Lodgepole Pine,Comanche Peak,_25
2777,148,23,30,-11,2844,244,230,102,1495,Lodgepole Pine,Rawah,_15
2564,40,12,30,4,1243,221,213,125,741,Lodgepole Pine,Rawah,_22
2952,53,5,324,50,3289,223,229,142,1879,Lodgepole Pine,Comanche Peak,_31
2952,80,18,277,76,4501,241,204,86,3528,Lodgepole Pine,Comanche Peak,_31
3041,356,10,85,0,1748,204,222,156,1570,Lodgepole Pine,Rawah,_35
2676,133,22,85,28,361,249,224,92,488,Lodgepole Pine,Comanche Peak,_32
2945,18,10,216,44,4534,213,220,143,2831,Lodgepole Pine,Comanche Peak,_25
3274,246,9,630,60,680,203,247,182,2669,Lodgepole Pine,Rawah,_25
2835,3,12,134,18,2592,203,216,150,2551,Lodgepole Pine,Comanche Peak,_14
3076,45,11,216,5,3863,223,217,127,1902,Lodgepole Pine,Comanche Peak,_31
2844,23,15,484,154,2455,210,207,130,2164,Lodgepole Pine,Comanche Peak,_31
2962,16,8,446,47,3660,214,224,147,5670,Lodgepole Pine,Comanche Peak,_31
2621,108,14,175,35,1203,244,222,104,551,Lodgepole Pine,Comanche Peak,_32
2858,97,21,120,59,124,249,205,74,883,Lodgepole Pine,Comanche Peak,_32
2915,56,3,240,22,391,222,232,146,382,Lodgepole Pine,Rawah,_33
3068,265,16,510,157,5792,177,245,206,1383,Lodgepole Pine,Comanche Peak,_31
3158,258,21,228,10,2913,164,247,218,295,Lodgepole Pine,Rawah,_15
2847,228,24,134,80,2467,176,253,205,579,Lodgepole Pine,Rawah,_15
2913,103,17,108,25,3159,246,216,93,2005,Lodgepole Pine,Comanche Peak,_32
2883,24,9,30,7,3198,215,220,141,2621,Lodgepole Pine,Comanche Peak,_25
